Year,Score 1,Score 2,Player 1,Player 2,Winner
2014,Costa Rica,Greece,1,1,Draw
2014,Argentina,Switzerland,1,0,Argentina
2014,Belgium,USA,2,1,Belgium
2014,Brazil,Chile,3,2,Brazil
2014,Colombia,Uruguay,2,0,Colombia
2014,Netherlands,Mexico,2,1,Netherlands
2014,Costa Rica,Greece,5,3,Costa Rica
2014,France,Nigeria,2,0,France
2014,Germany,Algeria,2,1,Germany
2014,Argentina,Switzerland,1,0,Argentina
2014,Belgium,USA,2,1,Belgium
2014,France,Germany,0,1,Germany
2014,Brazil,Colombia,2,1,Brazil
2014,Argentina,Belgium,1,0,Argentina
2014,Netherlands,Costa Rica,4,3,Netherlands
2014,Brazil,Germany,1,7,Germany
2014,Netherlands,Argentina,2,4,Argentina
2014,Brazil,Netherlands,0,3,Netherlands
2014,Germany,Argentina,1,0,Germany
